easting,northing,yaw,state_x,state_y,state_yaw
310217.77504,2768165.71191,-0.0409543535631,310217.778117,2768165.71057,-0.0409543535565
310217.77504,2768165.71191,-0.0409543535631,310217.777653,2768165.71078,-0.0409543535404
310217.77504,2768165.71191,-0.0409543535631,310217.777266,2768165.71095,-0.0409543535381
310217.77504,2768165.71191,-0.0409543535631,310217.777255,2768165.71108,-0.0409543535241
310217.77504,2768165.71191,-0.0409543535631,310217.77693,2768165.71121,-0.0409543535256
310217.77504,2768165.71191,-0.0409569922531,310217.776666,2768165.71132,-0.0409552188148
310217.77504,2768165.71191,-0.0409569922531,310217.776731,2768165.7114,-0.0409558003502
310217.77504,2768165.71191,-0.0409569922531,310217.776497,2768165.71147,-0.0409561911938
310217.77504,2768165.71191,-0.0409569922531,310217.776283,2768165.71154,-0.0409564538748
310217.77504,2768165.71191,-0.0409569922531,310217.776414,2768165.71158,-0.0409566304126
310217.77504,2768165.71191,-0.0409569922531,310217.77621,2768165.71163,-0.0409567490639
310217.77504,2768165.71191,-0.0409543535631,310217.776036,2768165.71168,-0.0409559635256
310217.77504,2768165.71191,-0.0409543535631,310217.77622,2768165.7117,-0.0409554355792
310217.77504,2768165.71191,-0.0409543535631,310217.776048,2768165.71173,-0.0409550807603
310217.77504,2768165.71191,-0.0409569922531,310217.775906,2768165.71176,-0.0409557075787
310217.77504,2768165.71191,-0.0409569922531,310217.77611,2768165.71177,-0.0409561288481
310217.77504,2768165.71191,-0.0409569922531,310217.775972,2768165.71179,-0.0409564119756
310217.77504,2768165.71191,-0.0409543535631,310217.775836,2768165.71181,-0.0409557369769
310217.77504,2768165.71191,-0.0409543535631,310217.776056,2768165.71181,-0.0409552833238
310217.77504,2768165.71191,-0.0409543535631,310217.775907,2768165.71182,-0.0409549784343
310217.77504,2768165.71191,-0.0409543535631,310217.775796,2768165.71184,-0.040954773525
310217.734822,2768165.72355,-0.0409543535631,310217.769603,2768165.71363,-0.0409546356971
310217.734822,2768165.72355,-0.0409543535631,310217.764283,2768165.71515,-0.0409545431172
310217.734822,2768165.72355,-0.0409543535631,310217.759772,2768165.71644,-0.0409544809253
310217.734822,2768165.72355,-0.0409543535631,310217.75595,2768165.71753,-0.040954439143
310217.734822,2768165.72355,-0.0409543535631,310217.752716,2768165.71845,-0.0409544110692
310217.734822,2768165.72355,-0.0409543535631,310217.74998,2768165.71923,-0.0409543922045
310217.734822,2768165.72355,-0.0409543535631,310217.748056,2768165.71988,-0.0409543794392
310217.734822,2768165.72355,-0.0409543535631,310217.746038,2768165.72044,-0.0409543709063
310217.734822,2768165.72355,-0.0409543535631,310217.744328,2768165.72092,-0.0409543651945
310217.734822,2768165.72355,-0.0409543535631,310217.743518,2768165.72129,-0.0409543612795
310217.734822,2768165.72355,-0.0409543535631,310217.742197,2768165.72164,-0.0409543586991
310217.734822,2768165.72355,-0.0409543535631,310217.741079,2768165.72193,-0.0409543569896
310217.734822,2768165.72355,-0.0409543535631,310217.740785,2768165.72215,-0.0409543557983
